id,idade,genero,regiao,nivel_de_renda,nivel_de_educacao,funcao_diaria,H_uso_do_dispo_p_dia,desbloqueios_do_celular,notificacoes_p_dia,minutos_de_midias_sociais,minutos_de_estudo,dias_de_ativ_fisica,horas_de_sono,qualidade_do_sono,pontuacao_de_ansiedade,pontuacao_de_depressao,nivel_de_estresse,pontuacao_de_felicidade,pontuacao_de_foco,indicador_de_alto_risco,tipo_de_dispositivo,pontuacao_de_produtividade,pontuacao_de_dependencia_digital
390,45,Feminino,Europa,Medio_baixo,Mestrado,Cuidador_Aux_servicos_domiciliares,10.25,177,119,448,31,2,7.74,1.0,8.8,15.0,2.09,9.2,17.0,0,iPhone,59.0,42.3
391,23,Masculino,Africa,Baixo,Bacharelado,Meio período/Turno,3.75,114,311,319,0,5,6.38,2.02,1.0,8.0,1.0,9.5,24.0,0,Laptop,56.0,24.6
392,17,Feminino,Europa,Medio_baixo,Ensino_medio,Estudante,6.43,124,201,441,50,5,7.63,3.08,10.59,0.0,5.92,8.4,38.0,0,Laptop,70.0,28.0
393,21,Feminino,Asia,Baixo,Bacharelado,Estudante,4.17,78,415,69,68,4,7.44,2.04,7.96,5.0,4.89,7.9,59.0,0,iPhone,52.0,25.1
394,29,Masculino,Asia,Baixo,Bacharelado,Funcionario_em_tmp_integral,6.97,126,156,25,0,4,8.39,3.08,5.0,6.0,9.94,1.1,76.0,0,Laptop,83.06,29.0
395,31,Feminino,America_do_norte,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,4.87,111,137,10,181,5,8.34,3.98,11.58,3.0,1.0,6.42,70.0,0,iPhone,77.0,22.6
396,26,Masculino,Asia,Medio_baixo,Ensino_medio,Funcionario_em_tmp_integral,10.14,237,167,391,188,6,6.74,2.21,5.0,15.0,9.67,1.7,31.0,1,iPhone,60.0,46.6
397,21,Feminino,America_do_sul,Baixo,Bacharelado,Estudante,9.18,231,313,137,154,3,6.98,2.01,9.11,20.0,4.15,6.7,31.0,0,Laptop,48.0,47.53
398,29,Feminino,America_do_norte,Baixo,Bacharelado,Desempregado_a_procura_de_emprego,12.73,304,720,98,275,1,5.34,1.0,16.14,19.0,10.0,0.6,9.0,1,Android,79.0,72.3
399,30,Feminino,America_do_sul,Baixo,Doutorado,Funcionario_em_tmp_integral,6.05,149,414,64,190,7,7.08,3.26,4.15,13.0,2.63,9.9,19.0,0,Tablet,64.0,36.0
400,33,Feminino,Oriente_medio,Alto,Ensino_medio,Funcionario_em_tmp_integral,4.32,47,285,15,53,4,7.92,3.04,10.53,6.0,9.96,6.6,45.0,0,iPhone,77.0,19.8
401,35,Feminino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,6.54,205,71,17,93,6,5.48,5.0,3.84,6.0,4.72,3.1,84.0,0,Android,49.0,34.1
402,23,Feminino,America_do_sul,Medio_baixo,Mestrado,Desempregado_a_procura_de_emprego,3.76,101,916,52,102,3,9.33,3.95,5.33,7.0,2.93,9.6,0.0,0,Tablet,59.0,38.8
403,15,Feminino,Europa,Medio_baixo,Ensino_medio,Estudante,3.05,97,262,631,290,3,8.72,3.92,3.11,1.0,1.11,8.7,0.0,0,Laptop,65.0,19.2
404,39,Masculino,Africa,Medio_baixo,Bacharelado,Cuidador_Aux_servicos_domiciliares,6.95,123,252,124,210,5,8.26,3.09,5.0,9.0,1.88,9.8,40.0,0,Android,65.0,32.6
405,27,Feminino,America_do_sul,Alto,Doutorado,Funcionario_em_tmp_integral,8.38,145,294,277,25,1,7.64,2.84,6.9,15.0,1.2,6.4,49.0,1,iPhone,60.0,37.9
406,35,Masculino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,15.32,323,321,155,11,5,4.82,3.14,21.0,24.0,9.88,0.7,36.0,1,Android,71.0,70.6
407,45,Feminino,Africa,Baixo,Bacharelado,Funcionario_em_tmp_integral,6.53,143,1201,159,0,0,5.58,1.0,3.96,10.0,9.39,9.8,0.0,1,Tablet,54.0,58.3
408,29,Masculino,America_do_sul,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,1.72,49,156,27,258,3,8.9,2.98,6.0,0.0,6.94,8.6,48.0,0,iPhone,64.0,10.6
409,24,Masculino,Europa,Medio_baixo,Mestrado,Estudante,6.29,148,189,123,191,3,5.19,2.01,3.0,14.0,9.97,3.3,57.0,1,iPhone,66.0,30.1
410,44,Masculino,Oriente_medio,Medio_alto,Doutorado,Funcionario_em_tmp_integral,5.34,101,180,162,141,2,8.35,3.94,4.0,5.0,1.0,9.0,49.0,1,Android,70.0,25.4
411,15,Feminino,America_do_sul,Medio_baixo,Ensino_medio,Meio período/Turno,9.43,275,449,133,32,3,6.16,1.88,5.9,10.0,2.06,5.0,22.0,0,Laptop,72.0,54.1
412,49,Masculino,America_do_norte,Baixo,Doutorado,Desempregado_a_procura_de_emprego,3.24,64,67,131,158,3,8.98,3.93,5.0,0.0,1.0,9.0,70.0,0,Tablet,54.0,15.3
413,37,Feminino,Asia,Alto,Bacharelado,Funcionario_em_tmp_integral,7.17,151,296,159,43,4,6.96,2.04,6.2,12.0,9.86,2.0,40.0,0,iPhone,50.0,36.9
414,22,Masculino,America_do_norte,Medio_alto,Bacharelado,Estudante,5.86,153,960,177,96,3,8.52,1.97,3.0,9.0,6.0,6.3,0.0,0,Android,78.0,48.7
415,16,Feminino,Africa,Baixo,Ensino_medio,Estudante,4.05,67,186,144,85,0,8.07,2.7,6.0,4.0,4.32,2.8,50.0,0,Laptop,68.0,17.1
416,19,Masculino,Europa,Medio_baixo,Bacharelado,Estudante,10.67,146,358,80,80,1,7.03,1.0,7.0,10.0,2.18,8.7,34.0,0,Tablet,58.0,44.47
417,39,Masculino,Europa,Medio_baixo,Doutorado,Funcionario_em_tmp_integral,5.73,96,603,36,225,6,8.6,4.31,0.0,3.0,1.0,9.2,14.0,0,iPhone,81.0,36.0
418,20,Masculino,Asia,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,8.01,116,111,136,0,7,6.81,3.3,3.0,13.0,1.7,6.9,64.0,0,iPhone,65.3,29.2
419,27,Feminino,Asia,Medio_alto,Bacharelado,Estudante,11.0,170,589,177,165,7,6.72,1.3,9.72,15.0,9.69,4.8,4.0,1,Android,77.0,53.4
420,35,Feminino,America_do_norte,Medio_baixo,Ensino_medio,Desempregado_a_procura_de_emprego,12.25,172,175,362,11,3,7.47,3.01,16.64,14.0,6.94,9.1,66.0,0,Laptop,66.0,47.0
421,29,Masculino,Africa,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,5.07,77,77,39,77,3,8.71,3.88,5.0,1.0,9.04,6.42,86.0,0,Android,86.0,18.3
422,29,Masculino,Asia,Baixo,Doutorado,Funcionario_em_tmp_integral,14.01,241,1202,217,148,4,5.08,1.05,18.0,18.0,9.86,5.5,0.0,1,Laptop,65.3,82.2
423,24,Feminino,America_do_norte,Baixo,Mestrado,Estudante,5.24,62,184,351,160,6,8.26,4.26,9.12,0.0,9.7,2.7,37.0,0,Laptop,63.0,20.3
424,22,Feminino,Oriente_medio,Medio_baixo,Bacharelado,Estudante,9.4,247,229,81,179,5,7.01,2.1,7.68,16.0,1.0,10.0,59.0,0,Tablet,75.0,46.47
425,38,Feminino,Oriente_medio,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,9.66,126,275,34,37,3,6.54,1.0,10.04,18.0,3.0,8.1,46.0,0,Android,71.0,36.7
426,28,Feminino,Africa,Medio_baixo,Bacharelado,Meio período/Turno,4.82,90,74,147,60,1,8.39,2.8,1.64,5.0,1.0,8.4,77.0,0,iPhone,79.0,18.8
427,37,Feminino,America_do_norte,Baixo,Ensino_medio,Meio período/Turno,3.63,89,161,64,0,0,9.07,3.73,6.04,1.0,1.0,9.9,70.0,0,iPhone,55.0,19.6
428,17,Masculino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,7.5,175,134,154,99,4,7.4,2.01,3.0,10.0,1.0,8.5,74.0,0,Tablet,72.0,33.1
429,34,Masculino,Africa,Baixo,Ensino_medio,Funcionario_em_tmp_integral,5.78,100,1199,81,0,1,6.19,2.92,1.0,8.0,10.0,2.6,0.0,0,Laptop,76.0,51.3
430,23,Feminino,Europa,Medio_baixo,Bacharelado,Estudante,6.77,123,274,44,25,7,7.46,3.27,2.74,11.0,4.7,9.1,66.0,0,Tablet,47.0,31.7
431,44,Masculino,Oriente_medio,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,14.3,271,215,249,112,1,5.82,1.0,21.0,22.0,10.0,2.9,30.0,1,Tablet,53.0,62.4
432,29,Feminino,America_do_norte,Baixo,Ensino_medio,Desempregado_a_procura_de_emprego,3.15,39,782,131,165,3,8.86,3.97,9.31,0.0,3.98,8.8,3.0,0,Android,45.0,29.6
433,24,Masculino,Asia,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,9.18,157,104,130,326,0,6.92,1.78,10.0,11.0,3.47,8.9,76.0,0,Laptop,62.0,35.8
434,43,Feminino,America_do_sul,Baixo,Mestrado,Funcionario_em_tmp_integral,6.3,125,539,122,189,4,6.26,2.05,6.13,11.0,2.95,9.0,13.0,0,iPhone,72.0,38.7
435,17,Feminino,Africa,Baixo,Ensino_medio,Estudante,4.45,83,157,91,231,2,5.83,3.92,3.31,1.0,10.0,1.5,67.0,1,Android,80.0,18.4
436,29,Feminino,America_do_sul,Alto,Bacharelado,Desempregado_a_procura_de_emprego,8.6,207,828,122,187,1,5.28,1.77,6.66,12.0,10.0,7.5,5.0,1,iPhone,66.0,57.4
437,18,Masculino,America_do_norte,Baixo,Ensino_medio,Estudante,9.83,181,248,126,342,5,7.36,1.21,7.0,14.0,1.84,7.3,37.0,0,Tablet,81.0,41.9
438,15,Feminino,America_do_norte,Baixo,Ensino_medio,Estudante,9.36,203,198,150,66,6,6.14,1.24,13.5,10.0,2.66,7.5,43.0,0,Laptop,51.0,42.0
439,20,Feminino,Oriente_medio,Baixo,Bacharelado,Estudante,4.6,89,268,102,100,2,6.86,2.94,1.88,0.0,10.0,1.9,64.0,0,iPhone,48.0,36.7
440,14,Masculino,Asia,Medio_baixo,Ensino_medio,Estudante,6.62,117,379,241,223,3,7.96,3.99,3.0,3.0,1.0,8.7,27.0,0,iPhone,64.0,32.3
441,34,Feminino,Asia,Medio_alto,Ensino_medio,Desempregado_a_procura_de_emprego,2.94,50,870,136,173,3,9.28,5.0,5.6,0.0,8.14,9.6,0.0,0,Tablet,69.0,32.1
442,31,Feminino,Oriente_medio,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,14.63,297,503,119,84,3,3.9,1.0,5.69,14.0,10.0,2.3,19.0,1,Laptop,65.0,71.2
443,33,Feminino,Europa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,7.62,180,381,53,162,5,7.06,2.11,2.0,10.0,3.92,2.2,44.0,0,Tablet,44.0,42.3
444,20,Masculino,America_do_norte,Medio_alto,Bacharelado,Estudante,12.78,250,1196,69,38,3,5.26,1.04,13.0,17.0,8.14,3.0,0.0,1,iPhone,64.0,79.7
445,26,Feminino,Europa,Medio_baixo,Bacharelado,Meio período/Turno,7.53,137,249,148,114,0,7.13,1.81,10.15,11.0,5.32,5.8,45.0,0,Android,52.0,34.3
446,31,Masculino,Europa,Alto,Ensino_medio,Funcionario_em_tmp_integral,7.97,160,241,67,194,2,8.78,2.84,6.0,13.0,1.0,7.2,67.0,0,Laptop,72.0,37.0
447,32,Masculino,Asia,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,9.1,175,161,228,0,3,7.4,1.0,3.0,15.0,5.03,8.3,40.0,0,Laptop,69.0,39.1
448,14,Feminino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,8.19,186,662,129,219,4,7.81,1.03,8.99,14.0,2.86,3.9,6.0,0,Laptop,65.3,49.3
449,16,Feminino,Oriente_medio,Baixo,Ensino_medio,Estudante,7.76,148,171,191,0,2,7.67,3.86,6.06,12.0,6.16,9.7,51.0,0,Tablet,60.0,32.7
450,32,Feminino,America_do_norte,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,8.86,168,126,72,14,7,5.34,2.31,8.79,11.0,3.7,7.0,74.0,0,Tablet,54.0,37.4
451,22,Feminino,America_do_sul,Medio_alto,Bacharelado,Estudante,7.85,157,723,214,310,0,6.52,1.79,6.14,9.0,9.34,2.7,0.0,0,Android,64.0,48.1
452,36,Feminino,America_do_norte,Medio_baixo,Bacharelado,Meio período/Turno,4.36,130,526,0,232,3,8.2,5.0,6.28,3.0,1.05,8.2,17.0,0,Android,75.0,36.7
453,31,Masculino,Europa,Medio_baixo,Mestrado,Funcionario_em_tmp_integral,7.97,200,236,100,101,4,5.96,2.04,5.0,8.0,6.92,8.2,67.0,1,Android,55.0,40.7
454,23,Masculino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,5.56,69,129,52,0,3,6.86,3.0,3.0,7.0,1.1,8.3,70.0,0,Android,70.0,20.0
455,21,Feminino,Europa,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,11.61,246,433,106,152,6,6.74,3.19,12.16,17.0,2.66,3.5,41.0,0,Laptop,60.0,57.2
456,27,Feminino,Oriente_medio,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,7.07,141,127,59,19,5,8.3,2.15,10.81,5.0,2.65,7.1,79.0,0,Tablet,57.0,30.3
457,34,Masculino,Asia,Medio_baixo,Doutorado,Funcionario_em_tmp_integral,6.26,99,320,112,267,4,7.78,3.12,1.0,4.0,2.97,9.7,36.0,0,Laptop,64.0,30.3
458,44,Masculino,America_do_norte,Medio_baixo,Doutorado,Funcionario_em_tmp_integral,7.19,112,284,111,159,3,7.56,1.87,2.0,8.0,1.12,9.1,35.0,1,Android,55.0,33.8
459,22,Masculino,America_do_sul,Medio_baixo,Bacharelado,Meio período/Turno,14.95,232,103,78,193,3,4.96,3.01,21.0,27.0,10.0,0.3,73.0,1,Android,59.0,55.6
460,29,Masculino,Africa,Medio_alto,Ensino_medio,Funcionario_em_tmp_integral,4.16,92,133,119,124,6,8.64,3.14,5.0,0.0,2.66,7.8,87.06,0,Android,53.0,19.8
461,27,Masculino,Oriente_medio,Medio_alto,Bacharelado,Estudante,14.18,167,316,81,227,7,3.1,1.35,21.0,8.0,4.52,1.4,45.0,0,Laptop,84.94,53.4
462,13,Masculino,Oriente_medio,Medio_baixo,Ensino_medio,Estudante,8.6,149,1131,189,19,2,6.51,1.86,5.0,14.0,10.0,3.6,0.0,0,Laptop,65.0,58.8
463,20,Feminino,America_do_norte,Medio_alto,Bacharelado,Meio período/Turno,6.55,164,658,290,26,4,7.15,2.99,6.06,16.0,2.94,7.2,0.0,0,iPhone,58.0,44.0
464,29,Feminino,America_do_norte,Baixo,Bacharelado,Funcionario_em_tmp_integral,4.24,93,825,157,207,2,7.19,2.93,5.36,8.0,5.14,1.0,0.0,0,Tablet,67.0,37.2
465,31,Masculino,Africa,Medio_baixo,Doutorado,Funcionario_em_tmp_integral,11.66,131,584,88,37,1,6.36,1.0,11.0,17.0,10.0,5.2,14.0,1,Tablet,64.0,36.7
466,14,Masculino,Europa,Baixo,Ensino_medio,Meio período/Turno,2.78,67,239,314,191,5,7.08,3.08,4.0,0.0,4.75,3.8,45.0,1,Android,63.0,15.4
467,15,Masculino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,8.9,238,194,214,196,2,6.54,1.83,2.0,8.0,1.29,9.0,58.0,0,Tablet,71.0,43.2
468,29,Feminino,Oriente_medio,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,5.76,91,97,156,117,4,7.68,2.04,3.72,1.0,1.0,7.4,41.6,0,Android,73.0,21.9
469,30,Masculino,America_do_norte,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,8.88,137,89,32,88,5,8.12,2.07,3.0,10.0,7.68,0.0,90.0,0,Tablet,60.0,33.6
470,33,Feminino,Africa,Medio_alto,Ensino_medio,Meio período/Turno,3.07,55,327,186,52,0,8.08,2.68,5.6,7.0,1.34,8.3,41.0,0,Android,59.0,19.1
471,20,Feminino,America_do_sul,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,4.45,116,362,247,80,0,6.8,4.74,5.48,6.0,1.43,9.5,30.0,0,Tablet,62.0,27.2
472,24,Masculino,Oriente_medio,Medio_alto,Bacharelado,Estudante,8.75,206,477,83,75,4,6.41,4.0,3.0,8.0,6.9,7.2,45.0,0,iPhone,42.0,48.9
473,32,Feminino,America_do_sul,Alto,Mestrado,Funcionario_em_tmp_integral,5.59,115,372,129,0,3,8.42,3.0,11.29,5.0,5.92,5.0,39.0,0,iPhone,50.0,31.5
474,24,Masculino,Asia,Baixo,Mestrado,Estudante,7.64,113,113,41,145,4,7.26,2.13,0.0,14.0,2.92,9.0,74.0,0,Android,79.0,28.1
475,38,Masculino,America_do_norte,Medio_alto,Mestrado,Funcionario_em_tmp_integral,8.8,175,103,115,108,3,6.66,3.96,5.0,10.0,2.97,9.7,49.0,0,Laptop,81.0,37.0
476,15,Masculino,Europa,Medio_baixo,Ensino_medio,Estudante,7.02,177,285,108,0,5,7.28,3.14,4.0,4.0,4.86,9.8,56.0,0,Android,63.0,36.1
477,16,Feminino,Europa,Medio_baixo,Ensino_medio,Estudante,7.36,174,461,84,52,2,8.56,2.99,11.94,9.0,10.0,9.0,36.0,0,Tablet,71.0,41.0
478,33,Masculino,Africa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,2.96,81,146,100,308,4,8.11,2.99,5.0,3.0,1.0,8.7,52.0,0,iPhone,68.0,16.2
479,32,Feminino,America_do_norte,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,7.5,178,155,208,136,3,6.8,3.03,6.36,10.0,3.98,9.7,54.0,1,Laptop,95.06,34.6
480,13,Feminino,Africa,Baixo,Ensino_medio,Estudante,5.16,96,274,138,92,3,7.52,2.02,6.48,8.0,5.1,9.4,37.0,0,Android,76.0,23.9
481,31,Masculino,Africa,Medio_alto,Ensino_medio,Meio período/Turno,7.48,127,365,49,0,7,6.68,4.34,6.0,4.0,9.54,5.8,26.0,1,Tablet,64.0,36.4
482,39,Feminino,Africa,Medio_baixo,Mestrado,Desempregado_a_procura_de_emprego,7.32,93,528,50,176,3,4.94,2.04,7.38,11.0,8.96,9.6,47.0,1,iPhone,55.0,38.2
483,29,Masculino,Oriente_medio,Baixo,Bacharelado,Funcionario_em_tmp_integral,3.9,22,56,91,115,4,9.0,4.07,7.0,6.0,5.84,6.0,83.06,0,iPhone,49.0,11.3
484,36,Feminino,Asia,Medio_alto,Bacharelado,Cuidador_Aux_servicos_domiciliares,8.47,193,444,45,19,3,6.9,1.94,9.67,9.0,1.07,8.4,37.0,0,Tablet,67.0,46.7
485,31,Feminino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,10.69,205,76,68,44,3,7.77,1.03,10.18,18.0,8.06,6.5,70.0,1,Tablet,57.0,43.53
486,28,Feminino,Africa,Alto,Mestrado,Meio período/Turno,6.72,166,681,45,22,1,7.18,2.87,7.24,11.0,5.2,2.7,10.0,0,Tablet,51.0,46.1
487,41,Masculino,America_do_norte,Alto,Mestrado,Funcionario_em_tmp_integral,15.58,284,109,204,137,3,5.66,1.03,16.0,25.0,10.0,3.4,68.0,0,Android,59.0,63.53
488,25,Feminino,America_do_norte,Baixo,Bacharelado,Funcionario_em_tmp_integral,8.82,214,376,90,218,0,5.48,2.74,5.78,15.0,6.48,8.0,27.0,0,iPhone,54.0,46.9
489,23,Masculino,Asia,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,10.5,156,419,167,150,4,7.72,3.02,8.0,11.0,9.85,0.8,57.0,0,Android,82.0,46.1
490,26,Masculino,Asia,Medio_alto,Ensino_medio,Estudante,7.17,133,1119,190,166,2,7.95,2.9,2.0,6.0,4.99,2.8,0.0,0,Tablet,74.0,54.6
491,47,Feminino,Oriente_medio,Baixo,Bacharelado,Funcionario_em_tmp_integral,3.36,25,268,46,137,5,9.2,5.0,6.88,1.0,2.86,3.8,38.0,0,Android,65.0,36.7
492,15,Masculino,Oriente_medio,Baixo,Ensino_medio,Estudante,3.4,105,228,138,61,4,9.67,4.1,3.0,6.0,7.92,9.0,69.0,0,Tablet,80.0,19.4
493,16,Masculino,Europa,Baixo,Ensino_medio,Estudante,5.66,112,87,100,190,1,6.5,4.79,6.0,0.0,2.19,9.1,72.0,1,Android,66.0,22.3
494,16,Masculino,America_do_norte,Medio_baixo,Ensino_medio,Estudante,3.29,85,170,109,4,5,9.78,4.15,3.0,3.0,1.0,9.1,57.0,1,Android,56.0,16.8
495,35,Masculino,Europa,Medio_alto,Ensino_medio,Desempregado_a_procura_de_emprego,3.49,95,122,148,265,4,7.48,4.99,6.0,6.0,7.0,9.3,60.0,0,Laptop,80.0,17.9
496,29,Masculino,Africa,Baixo,Bacharelado,Meio período/Turno,3.02,85,230,65,131,2,7.9,3.94,4.0,3.0,5.97,9.1,46.0,0,Tablet,65.3,18.4
497,40,Feminino,Europa,Alto,Ensino_medio,Funcionario_em_tmp_integral,7.18,135,107,20,22,4,6.25,4.01,6.4,6.0,1.0,8.6,77.0,0,Android,55.0,30.8
498,24,Masculino,Europa,Medio_alto,Mestrado,Estudante,5.82,91,52,80,150,3,7.77,3.01,4.0,8.0,2.22,8.9,76.0,0,Tablet,63.0,20.8
499,19,Masculino,Oriente_medio,Baixo,Bacharelado,Estudante,4.45,103,1198,82,0,3,6.64,2.92,4.0,5.0,10.0,3.1,0.0,0,Laptop,56.0,47.53
500,42,Masculino,America_do_sul,Alto,Ensino_medio,Funcionario_em_tmp_integral,6.76,226,338,15,145,2,4.9,2.94,21.0,14.0,10.0,0.2,62.0,0,iPhone,51.0,36.7
501,32,Masculino,Asia,Baixo,Mestrado,Meio período/Turno,9.33,233,564,71,297,3,7.34,1.0,5.0,15.0,9.14,2.7,19.0,0,iPhone,74.0,54.6
502,29,Feminino,Europa,Medio_baixo,Doutorado,Meio período/Turno,9.34,166,224,224,121,5,6.1,2.09,10.54,16.0,1.0,6.1,54.0,0,iPhone,84.0,39.8
503,17,Masculino,Africa,Baixo,Ensino_medio,Estudante,3.96,75,74,67,30,3,7.24,4.01,8.0,2.0,8.1,8.0,94.0,0,iPhone,51.0,15.3
504,39,Masculino,Europa,Baixo,Mestrado,Meio período/Turno,11.16,221,160,45,72,3,6.75,1.94,7.0,15.0,10.0,0.0,65.0,1,iPhone,71.0,48.4
505,29,Feminino,Europa,Medio_alto,Mestrado,Desempregado_a_procura_de_emprego,4.84,152,266,139,42,5,9.16,3.17,5.0,6.0,1.0,8.6,52.0,0,Android,58.0,29.7
506,21,Masculino,America_do_sul,Medio_baixo,Bacharelado,Desempregado_a_procura_de_emprego,7.7,141,601,248,243,5,6.16,2.12,4.0,11.0,1.8,9.2,6.0,0,iPhone,60.0,36.7
507,22,Masculino,Asia,Baixo,Ensino_medio,Desempregado_a_procura_de_emprego,4.57,120,244,182,0,5,8.0,4.05,5.0,6.0,5.84,9.4,44.0,0,iPhone,59.0,25.1
508,29,Feminino,Africa,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,7.44,178,256,49,100,3,6.72,1.92,4.08,6.0,5.99,9.5,47.0,0,Laptop,65.3,37.9
509,20,Masculino,Africa,Medio_alto,Bacharelado,Estudante,7.15,178,721,59,96,3,7.02,1.0,1.0,8.0,1.0,7.4,0.0,0,Laptop,65.0,47.9
510,33,Masculino,Europa,Baixo,Mestrado,Funcionario_em_tmp_integral,6.31,139,227,44,25,3,7.2,2.04,0.0,7.0,1.94,9.3,53.0,0,Android,57.0,31.5
511,32,Feminino,Africa,Alto,Ensino_medio,Funcionario_em_tmp_integral,6.4,153,111,257,259,4,7.35,4.1,8.26,2.0,3.87,7.6,58.0,0,iPhone,68.0,29.5
512,33,Feminino,Europa,Medio_baixo,Bacharelado,Meio período/Turno,11.43,253,64,299,172,6,5.26,2.29,11.84,13.0,5.7,7.0,42.0,0,iPhone,64.0,48.9
513,23,Feminino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,7.11,143,530,172,0,4,6.76,2.14,2.83,4.0,5.86,3.3,18.0,0,Laptop,63.0,40.3
514,50,Feminino,America_do_norte,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,3.76,41,346,12,176,6,8.48,4.18,7.02,2.0,1.0,9.3,38.0,1,Laptop,56.0,21.8
515,21,Feminino,Europa,Medio_baixo,Ensino_medio,Estudante,6.77,174,545,288,102,6,7.04,4.2,6.18,17.0,3.7,7.9,0.0,0,Android,59.0,42.47
516,18,Masculino,Europa,Medio_baixo,Bacharelado,Funcionario_em_tmp_integral,9.0,265,873,74,215,6,6.1,1.19,3.0,15.0,9.75,3.1,0.0,1,Android,73.0,63.2
517,28,Feminino,America_do_norte,Medio_alto,Bacharelado,Funcionario_em_tmp_integral,5.25,90,290,452,52,6,7.74,3.18,4.78,9.0,1.0,8.3,18.0,0,Laptop,70.0,25.6
518,26,Feminino,Asia,Medio_alto,Mestrado,Funcionario_em_tmp_integral,1.88,52,61,175,151,3,7.42,3.88,5.0,0.0,8.0,2.1,57.0,0,Tablet,55.0,8.8
519,14,Feminino,Asia,Medio_baixo,Ensino_medio,Meio período/Turno,4.63,138,825,42,183,2,6.16,2.89,1.34,0.0,10.0,1.0,1.0,1,Laptop,66.0,40.7
520,32,Masculino,America_do_sul,Baixo,Mestrado,Funcionario_em_tmp_integral,6.12,166,70,139,41,7,7.32,3.23,4.0,10.0,1.0,9.7,50.0,0,Tablet,73.0,28.8
521,32,Masculino,Asia,Baixo,Bacharelado,Meio período/Turno,4.62,65,332,64,183,6,8.14,3.21,6.0,5.0,5.76,8.8,35.0,1,Tablet,48.0,24.0
522,19,Masculino,Africa,Baixo,Bacharelado,Estudante,4.82,80,225,164,16,3,6.5,2.08,2.0,7.0,1.05,9.4,47.0,0,Android,70.0,21.2
523,47,Feminino,Oriente_medio,Medio_baixo,Ensino_medio,Cuidador_Aux_servicos_domiciliares,8.01,157,103,142,46,1,8.74,2.79,5.96,10.0,1.0,9.0,63.0,0,Laptop,58.0,35.2
524,19,Feminino,Africa,Medio_baixo,Bacharelado,Estudante,6.8,164,496,373,25,6,8.54,4.22,11.16,10.0,8.81,4.7,18.0,0,Tablet,71.0,39.9
525,43,Masculino,America_do_norte,Medio_baixo,Mestrado,Meio período/Turno,6.31,117,165,397,73,5,8.1,3.18,0.0,8.0,1.0,9.8,26.0,0,Android,57.0,29.0
526,25,Feminino,Europa,Baixo,Bacharelado,Funcionario_em_tmp_integral,10.91,218,91,107,0,5,5.38,1.15,17.0,24.0,6.93,8.9,57.0,0,Laptop,47.0,45.2
527,23,Feminino,Europa,Baixo,Mestrado,Funcionario_em_tmp_integral,14.35,248,78,70,84,3,6.53,2.99,24.27,18.0,6.04,7.1,69.0,0,Laptop,49.0,55.3
528,24,Feminino,America_do_sul,Alto,Bacharelado,Estudante,10.19,179,358,84,0,2,6.02,2.88,8.22,14.0,1.19,7.6,46.0,0,iPhone,65.0,46.3
529,36,Masculino,Europa,Medio_alto,Mestrado,Funcionario_em_tmp_integral,4.72,130,375,201,210,6,7.0,4.2,4.0,6.0,9.83,3.7,28.0,0,Laptop,68.0,30.7
530,18,Feminino,Europa,Medio_baixo,Bacharelado,Estudante,2.28,32,273,148,71,5,8.92,5.0,9.3,3.0,1.0,9.5,55.0,1,Tablet,56.0,12.7
531,22,Masculino,Oriente_medio,Alto,Bacharelado,Desempregado_a_procura_de_emprego,5.67,99,215,65,119,6,6.34,4.26,3.0,2.0,4.69,8.8,68.0,0,iPhone,71.0,24.8
532,22,Feminino,Oriente_medio,Baixo,Bacharelado,Meio período/Turno,7.92,219,229,48,244,4,6.9,1.96,8.72,14.0,6.94,0.2,49.0,1,Laptop,48.0,41.4
